Date,Cash Value,Holding Value,Total,AMZN,MSFT,NVDA,TSLA,GOOGL,META,AAPL
2015-05-13,5.2954549491406055,28179.091062247753,28184.386517196894,8,3,577,617,10,63,392
2015-05-14,5.2954549491406055,28704.836325228214,28710.131780177355,8,3,577,617,10,63,392
2015-05-15,5.2954549491406055,28817.336004972458,28822.6314599216,8,3,577,617,10,63,392
2015-05-18,5.2954549491406055,28980.25669890642,28985.552153855562,8,3,577,617,10,63,392
2015-05-19,5.2954549491406055,28881.80847263336,28887.103927582502,8,3,577,617,10,63,392
2015-05-20,5.2954549491406055,28763.50154018402,28768.79699513316,8,3,577,617,10,63,392
2015-05-21,5.2954549491406055,28944.284439861774,28949.579894810915,8,3,577,617,10,63,392
2015-05-22,5.2954549491406055,29142.817469000816,29148.112923949957,8,3,577,617,10,63,392
2015-05-26,5.2954549491406055,28761.98767900467,28767.28313395381,8,3,577,617,10,63,392
2015-05-27,5.2954549491406055,29099.754814624786,29105.050269573927,8,3,577,617,10,63,392
2015-05-28,5.2954549491406055,29216.303549587727,29221.599004536867,8,3,577,617,10,63,392
2015-05-29,5.2954549491406055,28976.80687969923,28982.10233464837,8,3,577,617,10,63,392
2015-06-01,5.2954549491406055,29023.39337182045,29028.68882676959,8,3,577,617,10,63,392
2015-06-02,5.2954549491406055,28925.880046784878,28931.17550173402,8,3,577,617,10,63,392
2015-06-03,5.2954549491406055,29093.12152338028,29098.41697832942,8,3,577,617,10,63,392
2015-06-04,5.2954549491406055,28867.82484638691,28873.12030133605,8,3,577,617,10,63,392
2015-06-05,5.2954549491406055,28935.54335075617,28940.83880570531,8,3,577,617,10,63,392
2015-06-08,5.2954549491406055,29040.74619024992,29046.04164519906,8,3,577,617,10,63,392
2015-06-09,5.2954549491406055,28993.056107342243,28998.351562291384,8,3,577,617,10,63,392
2015-06-10,5.2954549491406055,29016.590003192425,29021.885458141565,8,3,577,617,10,63,392
2015-06-11,5.2954549491406055,28998.9923081398,29004.28776308894,8,3,577,617,10,63,392
2015-06-12,5.2954549491406055,28798.890342712402,28804.185797661543,8,3,577,617,10,63,392
2015-06-15,5.2954549491406055,28703.196177899837,28708.491632848978,8,3,577,617,10,63,392
2015-06-16,5.2954549491406055,28911.76299583912,28917.05845078826,8,3,577,617,10,63,392
2015-06-17,5.2954549491406055,29233.326943159103,29238.622398108244,8,3,577,617,10,63,392
2015-06-18,5.2954549491406055,29438.469182908535,29443.764637857676,8,3,577,617,10,63,392
2015-06-19,5.2954549491406055,29309.344624459743,29314.640079408884,8,3,577,617,10,63,392
2015-06-22,5.2954549491406055,29437.65033876896,29442.9457937181,8,3,577,617,10,63,392
2015-06-23,5.2954549491406055,29899.45901066065,29904.75446560979,8,3,577,617,10,63,392
2015-06-24,5.2954549491406055,29955.896036684513,29961.191491633654,8,3,577,617,10,63,392
2015-06-25,5.2954549491406055,29991.310620188713,29996.606075137854,8,3,577,617,10,63,392
2015-06-26,5.2954549491406055,29839.156466126442,29844.451921075583,8,3,577,617,10,63,392
2015-06-29,3.77745500206953,29254.515336036682,29258.29279103875,8,3,580,617,10,63,392
2015-06-30,2.746954947710094,29598.784800887108,29601.531755834818,8,3,582,617,10,63,392
2015-07-01,2.746954947710094,29829.94233942032,29832.68929436803,8,3,582,617,10,63,392
2015-07-02,2.746954947710094,30287.61086308956,30290.35781803727,8,3,582,617,10,63,392
2015-07-06,2.746954947710094,30243.33612883091,30246.08308377862,8,3,582,617,10,63,392
2015-07-07,2.746954947710094,29701.825574696064,29704.572529643774,8,3,582,617,10,63,392
2015-07-08,2.746954947710094,28756.52235776186,28759.26931270957,8,3,582,617,10,63,392
2015-07-09,2.746954947710094,28648.466336250305,28651.213291198015,8,3,582,617,10,63,392
2015-07-10,2.746954947710094,29158.644518315792,29161.391473263502,8,3,582,617,10,63,392
2015-07-13,2.746954947710094,29668.461772620678,29671.208727568388,8,3,582,617,10,63,392
2015-07-14,2.746954947710094,29791.266998708248,29794.013953655958,8,3,582,617,10,63,392
2015-07-15,2.746954947710094,29808.164379537106,29810.911334484816,8,3,582,617,10,63,392
2015-07-16,2.746954947710094,30211.793697834015,30214.540652781725,8,3,582,617,10,63,392
2015-07-17,2.746954947710094,30958.4436378479,30961.19059279561,8,3,582,617,10,63,392
2015-07-20,2.746954947710094,31690.540533185005,31693.287488132715,8,3,582,617,10,63,392
2015-07-21,2.746954947710094,30957.868429005146,30960.615383952856,8,3,582,617,10,63,392
2015-07-22,2.746954947710094,30365.35956478119,30368.1065197289,8,3,582,617,10,63,392
2015-07-23,2.746954947710094,30223.701787769794,30226.448742717505,8,3,582,617,10,63,392
2015-07-24,2.746954947710094,30185.581951081753,30188.328906029463,8,3,582,617,10,63,392
2015-07-27,2.746954947710094,29330.023189902306,29332.770144850016,8,3,582,617,10,63,392
2015-07-28,2.746954947710094,29950.772793531418,29953.519748479128,8,3,582,617,10,63,392
2015-07-29,2.746954947710094,29986.933745741844,29989.680700689554,8,3,582,617,10,63,392
2015-07-30,2.746954947710094,29943.36679637432,29946.11375132203,8,3,582,617,10,63,392
2015-07-31,2.746954947710094,29731.249908149242,29733.996863096952,8,3,582,617,10,63,392
2015-08-03,2.746954947710094,29214.21687233448,29216.96382728219,8,3,582,617,10,63,392
2015-08-04,2.746954947710094,29095.88776576519,29098.6347207129,8,3,582,617,10,63,392
2015-08-05,3.7734549343586536,29488.86686849594,29492.6403234303,8,3,580,617,10,63,392
2015-08-06,3.7734549343586536,28382.691204071045,28386.464659005404,8,3,580,617,10,63,392
2015-08-07,4.343954950571117,28251.203234493732,28255.547189444304,8,3,579,617,10,63,392
2015-08-10,5.51545491814619,28609.088877141476,28614.60433205962,8,3,577,617,10,63,392
2015-08-11,6.679454952478466,27819.37596637011,27826.055421322588,8,3,575,617,10,63,392
2015-08-12,8.460704952478466,28059.731120824814,28068.191825777292,8,3,572,617,10,63,392
2015-08-13,8.460704952478466,28177.680003404617,28186.140708357096,8,3,572,617,10,63,392
2015-08-14,8.460704952478466,28349.024227142334,28357.484932094812,8,3,572,617,10,63,392
2015-08-17,8.460704952478466,28925.438496351242,28933.89920130372,8,3,572,617,10,63,392
2015-08-18,8.460704952478466,29167.218988895416,29175.679693847895,8,3,572,617,10,63,392
2015-08-19,8.460704952478466,28803.56823325157,28812.02893820405,8,3,572,617,10,63,392
2015-08-20,8.460704952478466,27706.570044994354,27715.030749946833,8,3,572,617,10,63,392
2015-08-21,8.460704952478466,26234.63384270668,26243.09454765916,8,3,572,617,10,63,392
2015-08-24,8.460704952478466,25195.878766059875,25204.339471012354,8,3,572,617,10,63,392
2015-08-25,8.460704952478466,25350.28426337242,25358.7449683249,8,3,572,617,10,63,392
2015-08-26,8.460704952478466,26461.19993853569,26469.66064348817,8,3,572,617,10,63,392
2015-08-27,8.460704952478466,27710.77561235428,27719.236317306757,8,3,572,617,10,63,392
2015-08-28,8.460704952478466,28050.738327741623,28059.1990326941,8,3,572,617,10,63,392
2015-08-31,8.460704952478466,27910.32826733589,27918.78897228837,8,3,572,617,10,63,392
2015-09-01,8.460704952478466,26814.86161828041,26823.32232323289,8,3,572,617,10,63,392
2015-09-02,8.460704952478466,27835.06294131279,27843.52364626527,8,3,572,617,10,63,392
2015-09-03,8.460704952478466,27440.19632267952,27448.657027631998,8,3,572,617,10,63,392
2015-09-04,8.460704952478466,27173.162858247757,27181.623563200235,8,3,572,617,10,63,392
2015-09-08,8.460704952478466,27839.778775930405,27848.239480882883,8,3,572,617,10,63,392
2015-09-09,8.460704952478466,27706.47823858261,27714.93894353509,8,3,572,617,10,63,392
2015-09-10,8.460704952478466,28034.61027288437,28043.070977836847,8,3,572,617,10,63,392
2015-09-11,8.460704952478466,28278.696513414383,28287.15721836686,8,3,572,617,10,63,392
2015-09-14,8.460704952478466,28518.832394599915,28527.293099552393,8,3,572,617,10,63,392
2015-09-15,8.460704952478466,28679.784456968307,28688.245161920786,8,3,572,617,10,63,392
2015-09-16,8.460704952478466,29089.692983150482,29098.15368810296,8,3,572,617,10,63,392
2015-09-17,8.460704952478466,28904.85778927803,28913.31849423051,8,3,572,617,10,63,392
2015-09-18,8.460704952478466,28795.519867420197,28803.980572372675,8,3,572,617,10,63,392
2015-09-21,8.460704952478466,29199.3113925457,29207.77209749818,8,3,572,617,10,63,392
2015-09-22,8.460704952478466,28703.999043941498,28712.459748893976,8,3,572,617,10,63,392
2015-09-23,8.460704952478466,28863.320628404617,28871.781333357096,8,3,572,617,10,63,392
2015-09-24,8.460704952478466,29048.709226369858,29057.169931322336,8,3,572,617,10,63,392
2015-09-25,8.460704952478466,28652.871965408325,28661.332670360804,8,3,572,617,10,63,392
2015-09-28,8.460704952478466,27834.913331985474,27843.374036937952,8,3,572,617,10,63,392
2015-09-29,8.460704952478466,27272.731909036636,27281.192613989115,8,3,572,617,10,63,392
2015-09-30,10.925704866647777,27697.371054172516,27708.296759039164,8,3,568,617,10,63,392
2015-10-01,10.925704866647777,27342.085745334625,27353.011450201273,8,3,568,617,10,63,392
2015-10-02,14.045704931020794,27828.310420393944,27842.356125324965,8,3,563,617,10,63,392
2015-10-05,17.818205088377056,27951.215428173542,27969.03363326192,8,3,557,617,10,63,392
2015-10-06,22.33495524525648,27731.9594925642,27754.294447809458,8,3,550,617,10,63,392
2015-10-07,28.164705425500927,27263.024319589138,27291.18902501464,8,3,541,617,10,63,392
2015-10-08,28.164705425500927,26925.42283666134,26953.58754208684,8,3,541,617,10,63,392
2015-10-09,28.164705425500927,26985.06272858381,27013.22743400931,8,3,541,617,10,63,392
2015-10-12,28.164705425500927,26798.37856644392,26826.54327186942,8,3,541,617,10,63,392
2015-10-13,28.164705425500927,26962.338691174984,26990.503396600485,8,3,541,617,10,63,392
2015-10-14,28.164705425500927,26716.208325386047,26744.37303081155,8,3,541,617,10,63,392
2015-10-15,28.164705425500927,27194.484580039978,27222.64928546548,8,3,541,617,10,63,392
2015-10-16,28.164705425500927,27459.91852515936,27488.08323058486,8,3,541,617,10,63,392
2015-10-19,28.164705425500927,27633.889153182507,27662.053858608007,8,3,541,617,10,63,392
2015-10-20,28.164705425500927,27106.344713568687,27134.50941899419,8,3,541,617,10,63,392
2015-10-21,28.164705425500927,26978.640223443508,27006.80492886901,8,3,541,617,10,63,392
2015-10-22,28.164705425500927,27401.293358027935,27429.458063453436,8,3,541,617,10,63,392
2015-10-23,28.164705425500927,27852.94550603628,27881.110211461782,8,3,541,617,10,63,392
2015-10-26,28.164705425500927,27845.98669964075,27874.15140506625,8,3,541,617,10,63,392
2015-10-27,28.164705425500927,27567.931323349476,27596.096028774977,8,3,541,617,10,63,392
2015-10-28,28.164705425500927,28177.815912604332,28205.980618029833,8,3,541,617,10,63,392
2015-10-29,28.164705425500927,28281.92446166277,28310.08916708827,8,3,541,617,10,63,392
2015-10-30,28.164705425500927,27807.509707927704,27835.674413353205,8,3,541,617,10,63,392
2015-11-02,28.164705425500927,28351.16317486763,28379.32788029313,8,3,541,617,10,63,392
2015-11-03,28.164705425500927,28216.97680079937,28245.14150622487,8,3,541,617,10,63,392
2015-11-04,28.164705425500927,29208.275140881535,29236.439846307036,8,3,541,617,10,63,392
2015-11-05,28.164705425500927,29416.025201797485,29444.189907222986,8,3,541,617,10,63,392
2015-11-06,35.97470560669905,29397.055660188198,29433.030365794897,8,3,531,617,10,63,392
2015-11-09,46.049705296754894,29002.12453353405,29048.174238830805,8,3,518,617,10,63,392
2015-11-10,46.049705296754894,28349.67810547352,28395.727810770273,8,3,518,617,10,63,392
2015-11-11,46.049705296754894,28465.880373239517,28511.930078536272,8,3,518,617,10,63,392
2015-11-12,46.049705296754894,28102.896953105927,28148.94665840268,8,3,518,617,10,63,392
2015-11-13,46.049705296754894,27251.98994612694,27298.039651423696,8,3,518,617,10,63,392
2015-11-16,46.049705296754894,27748.768249988556,27794.81795528531,8,3,518,617,10,63,392
2015-11-17,46.049705296754894,27750.24383497238,27796.293540269136,8,3,518,617,10,63,392
2015-11-18,46.049705296754894,28586.0852946043,28632.134999901056,8,3,518,617,10,63,392
2015-11-19,46.049705296754894,28667.495480298996,28713.54518559575,8,3,518,617,10,63,392
2015-11-20,46.049705296754894,28727.25500202179,28773.304707318544,8,3,518,617,10,63,392
2015-11-23,46.049705296754894,28457.06356859207,28503.113273888826,8,3,518,617,10,63,392
2015-11-24,46.049705296754894,28508.886205911636,28554.93591120839,8,3,518,617,10,63,392
2015-11-25,46.049705296754894,28872.59796190262,28918.647667199373,8,3,518,617,10,63,392
2015-11-27,46.049705296754894,28939.200673103333,28985.250378400087,8,3,518,617,10,63,392
2015-11-30,46.049705296754894,28853.050721645355,28899.10042694211,8,3,518,617,10,63,392
2015-12-01,46.049705296754894,29257.586785078052,29303.636490374807,8,3,518,617,10,63,392
2015-12-02,46.049705296754894,28866.20562362671,28912.255328923464,8,3,518,617,10,63,392
2015-12-03,46.049705296754894,28670.84599494934,28716.895700246096,8,3,518,617,10,63,392
2015-12-04,64.60670569539076,29075.468656539917,29140.075362235308,8,3,496,617,10,63,392
2015-12-07,64.60670569539076,28984.43826007843,29049.04496577382,8,3,496,617,10,63,392
2015-12-08,64.60670569539076,28863.175698280334,28927.782403975725,8,3,496,617,10,63,392
2015-12-09,64.60670569539076,28373.551385879517,28438.158091574907,8,3,496,617,10,63,392
2015-12-10,64.60670569539076,28585.975429534912,28650.582135230303,8,3,496,617,10,63,392
2015-12-11,64.60670569539076,27648.282466888428,27712.88917258382,8,3,496,617,10,63,392
2015-12-14,64.60670569539076,27821.266266822815,27885.872972518206,8,3,496,617,10,63,392
2015-12-15,64.60670569539076,27726.767539024353,27791.374244719744,8,3,496,617,10,63,392
2015-12-16,64.60670569539076,28523.568579673767,28588.175285369158,8,3,496,617,10,63,392
2015-12-17,64.60670569539076,28197.391788482666,28261.998494178057,8,3,496,617,10,63,392
2015-12-18,64.60670569539076,27630.055130958557,27694.661836653948,8,3,496,617,10,63,392
2015-12-21,64.60670569539076,27903.471784591675,27968.078490287066,8,3,496,617,10,63,392
2015-12-22,64.60670569539076,27837.487406730655,27902.094112426046,8,3,496,617,10,63,392
2015-12-23,64.60670569539076,27910.93507385254,27975.54177954793,8,3,496,617,10,63,392
2015-12-24,64.60670569539076,27913.666184425354,27978.272890120745,8,3,496,617,10,63,392
2015-12-28,64.60670569539076,27799.412618637085,27864.019324332476,8,3,496,617,10,63,392
2015-12-29,64.60670569539076,28432.165431022648,28496.77213671804,8,3,496,617,10,63,392
2015-12-30,64.60670569539076,28256.399765968323,28321.006471663713,8,3,496,617,10,63,392
2015-12-31,64.60670569539076,28015.9773311615,28080.58403685689,8,3,496,617,10,63,392
2016-01-04,64.60670569539076,27154.06196308136,27218.66866877675,8,3,496,617,10,63,392
2016-01-05,64.60670569539076,26935.257769584656,26999.864475280046,8,3,496,617,10,63,392
2016-01-06,42.32020655274397,26574.26148110628,26616.581687659025,8,3,525,617,10,63,392
2016-01-07,29.285456925630626,25671.943136096,25701.22859302163,8,3,542,617,10,63,392
2016-01-08,21.12895670533186,25487.90310782194,25509.032064527273,8,3,553,617,10,63,392
2016-01-11,15.086956888437328,25535.426263213158,25550.513220101595,8,3,561,617,10,63,392
2016-01-12,15.086956888437328,25894.59664207697,25909.683598965406,8,3,561,617,10,63,392
2016-01-13,15.086956888437328,24954.15866792202,24969.245624810457,8,3,561,617,10,63,392
2016-01-14,15.086956888437328,25595.46189391613,25610.548850804567,8,3,561,617,10,63,392
2016-01-15,12.31995692849165,25052.98780810833,25065.30776503682,8,3,565,617,10,63,392
2016-01-19,12.31995692849165,25021.924600422382,25034.244557350874,8,3,565,617,10,63,392
2016-01-20,12.31995692849165,24731.176472127438,24743.49642905593,8,3,565,617,10,63,392
2016-01-21,12.31995692849165,24732.371079027653,24744.691035956144,8,3,565,617,10,63,392
2016-01-22,12.31995692849165,25610.944738805294,25623.264695733786,8,3,565,617,10,63,392
2016-01-25,12.31995692849165,25096.738879442215,25109.058836370707,8,3,565,617,10,63,392
2016-01-26,12.31995692849165,25062.5002014637,25074.82015839219,8,3,565,617,10,63,392
2016-01-27,12.31995692849165,23987.83070552349,24000.150662451982,8,3,565,617,10,63,392
2016-01-28,12.31995692849165,25078.419198691845,25090.739155620337,8,3,565,617,10,63,392
2016-01-29,12.31995692849165,25667.709316015244,25680.029272943735,8,3,565,617,10,63,392
2016-02-01,12.31995692849165,25994.9094979167,26007.22945484519,8,3,565,617,10,63,392
2016-02-02,12.31995692849165,25164.463496506214,25176.783453434706,8,3,565,617,10,63,392
2016-02-03,12.31995692849165,24819.503692924976,24831.823649853468,8,3,565,617,10,63,392
2016-02-04,12.31995692849165,24773.562691926956,24785.882648855448,8,3,565,617,10,63,392
2016-02-05,10.367706984281597,23537.167731761932,23547.535438746214,8,3,568,617,10,63,392
2016-02-08,8.498706907033977,22738.117835104465,22746.6165420115,8,3,571,617,10,63,392
2016-02-09,7.216206878423748,22734.378676235676,22741.5948831141,8,3,573,617,10,63,392
2016-02-10,7.216206878423748,22574.117447316647,22581.33365419507,8,3,573,617,10,63,392
2016-02-11,7.216206878423748,22858.462873518467,22865.67908039689,8,3,573,617,10,63,392
2016-02-12,7.216206878423748,22926.787692546844,22934.003899425268,8,3,573,617,10,63,392
2016-02-16,7.216206878423748,23361.971521496773,23369.187728375196,8,3,573,617,10,63,392
2016-02-17,7.216206878423748,24314.844855368137,24322.06106224656,8,3,573,617,10,63,392
2016-02-18,7.216206878423748,23967.544290840626,23974.76049771905,8,3,573,617,10,63,392
2016-02-19,7.216206878423748,24018.348719656467,24025.56492653489,8,3,573,617,10,63,392
2016-02-22,7.997956901788768,24753.369299411774,24761.367256313562,8,3,572,617,10,63,392
2016-02-23,7.997956901788768,24398.07925105095,24406.077207952738,8,3,572,617,10,63,392
2016-02-24,7.997956901788768,24705.278352975845,24713.276309877634,8,3,572,617,10,63,392
2016-02-25,7.997956901788768,25199.45746731758,25207.45542421937,8,3,572,617,10,63,392
2016-02-26,7.997956901788768,25316.904671907425,25324.902628809214,8,3,572,617,10,63,392
2016-02-29,7.997956901788768,25287.006516218185,25295.004473119974,8,3,572,617,10,63,392
2016-03-01,7.997956901788768,25664.56245660782,25672.560413509607,8,3,572,617,10,63,392
2016-03-02,7.997956901788768,25779.117636442184,25787.115593343973,8,3,572,617,10,63,392
2016-03-03,7.997956901788768,26122.714336633682,26130.71229353547,8,3,572,617,10,63,392
2016-03-04,7.997956901788768,26409.716766357422,26417.71472325921,8,3,572,617,10,63,392
2016-03-07,7.997956901788768,26285.584381341934,26293.582338243723,8,3,572,617,10,63,392
2016-03-08,7.997956901788768,26097.987509012222,26105.98546591401,8,3,572,617,10,63,392
2016-03-09,7.997956901788768,26466.99203324318,26474.989990144968,8,3,572,617,10,63,392
2016-03-10,7.997956901788768,26314.38839840889,26322.38635531068,8,3,572,617,10,63,392
2016-03-11,7.997956901788768,26669.711884737015,26677.709841638803,8,3,572,617,10,63,392
2016-03-14,7.997956901788768,27045.73425912857,27053.73221603036,8,3,572,617,10,63,392
2016-03-15,7.997956901788768,27428.5669066906,27436.56486359239,8,3,572,617,10,63,392
2016-03-16,7.997956901788768,27825.888523578644,27833.886480480433,8,3,572,617,10,63,392
2016-03-17,7.997956901788768,27910.746099948883,27918.74405685067,8,3,572,617,10,63,392
2016-03-18,10.511206954717693,28214.83576476574,28225.346971720457,8,3,569,617,10,63,392
2016-03-21,13.891207069158611,28471.856744349003,28485.74795141816,8,3,565,617,10,63,392
2016-03-22,13.891207069158611,28409.940463244915,28423.831670314074,8,3,565,617,10,63,392
2016-03-23,18.15620699524885,27896.779278755188,27914.935485750437,8,3,560,617,10,63,392
2016-03-24,18.15620699524885,28101.876708030697,28120.032915025946,8,3,560,617,10,63,392
2016-03-28,18.15620699524885,28199.27995300293,28217.43615999818,8,3,560,617,10,63,392
2016-03-29,24.372207075357494,28609.35973894596,28633.73194602132,8,3,553,617,10,63,392
2016-03-30,32.45420709252363,28570.853808403015,28603.30801549554,8,3,544,617,10,63,392
2016-03-31,32.45420709252363,28589.68958759308,28622.143794685602,8,3,544,617,10,63,392
2016-04-01,32.45420709252363,29146.25284767151,29178.707054764032,8,3,544,617,10,63,392
2016-04-04,32.45420709252363,29412.93821334839,29445.392420440912,8,3,544,617,10,63,392
2016-04-05,32.45420709252363,29603.193883895874,29635.648090988398,8,3,544,617,10,63,392
2016-04-06,32.45420709252363,30232.526878356934,30264.981085449457,8,3,544,617,10,63,392
2016-04-07,32.45420709252363,29637.593893051147,29670.04810014367,8,3,544,617,10,63,392
2016-04-08,32.45420709252363,29170.39382171631,29202.848028808832,8,3,544,617,10,63,392
2016-04-11,32.45420709252363,29098.412044525146,29130.86625161767,8,3,544,617,10,63,392
2016-04-12,32.45420709252363,29260.015188217163,29292.469395309687,8,3,544,617,10,63,392
2016-04-13,32.45420709252363,29709.314195632935,29741.768402725458,8,3,544,617,10,63,392
2016-04-14,32.45420709252363,29631.659914016724,29664.114121109247,8,3,544,617,10,63,392
2016-04-15,32.45420709252363,29453.738189697266,29486.19239678979,8,3,544,617,10,63,392
2016-04-18,32.45420709252363,29254.47260093689,29286.926808029413,8,3,544,617,10,63,392
2016-04-19,32.45420709252363,29028.873889923096,29061.32809701562,8,3,544,617,10,63,392
2016-04-20,32.45420709252363,29166.44521522522,29198.899422317743,8,3,544,617,10,63,392
2016-04-21,32.45420709252363,29049.69218826294,29082.146395355463,8,3,544,617,10,63,392
2016-04-22,32.45420709252363,29025.20100212097,29057.655209213495,8,3,544,617,10,63,392
2016-04-25,32.45420709252363,28865.97114753723,28898.425354629755,8,3,544,617,10,63,392
2016-04-26,32.45420709252363,28775.23721885681,28807.691425949335,8,3,544,617,10,63,392
2016-04-27,32.45420709252363,28053.8237991333,28086.278006225824,8,3,544,617,10,63,392
2016-04-28,32.45420709252363,28071.818328857422,28104.272535949945,8,3,544,617,10,63,392
2016-04-29,32.45420709252363,27747.915328979492,27780.369536072016,8,3,544,617,10,63,392
2016-05-02,32.45420709252363,27864.845445632935,27897.299652725458,8,3,544,617,10,63,392
2016-05-03,32.45420709252363,27537.66600704193,27570.120214134455,8,3,544,617,10,63,392
2016-05-04,20.18670669198042,27081.59137427807,27101.77808097005,8,3,558,617,10,63,392
2016-05-05,20.18670669198042,26519.12626540661,26539.31297209859,8,3,558,617,10,63,392
2016-05-06,20.18670669198042,26731.410803318024,26751.597510010004,8,3,558,617,10,63,392
2016-05-09,20.18670669198042,26477.947252154347,26498.133958846327,8,3,558,617,10,63,392
2016-05-10,20.18670669198042,26636.395538687706,26656.582245379686,8,3,558,617,10,63,392
2016-05-11,20.18670669198042,26497.715473651886,26517.902180343866,8,3,558,617,10,63,392
2016-05-12,20.18670669198042,26259.01583445072,26279.202541142702,8,3,558,617,10,63,392
2016-05-13,25.270456582307872,26324.852422833446,26350.122879415754,8,3,553,617,10,63,392
2016-05-16,31.570456296205577,26625.96365594864,26657.534112244844,8,3,547,617,10,63,392
2016-05-17,39.97045591473585,26332.873732209206,26372.84418812394,8,3,539,617,10,63,392
2016-05-18,49.68820539116865,26731.775916814804,26781.464122205973,8,3,530,617,10,63,392
2016-05-19,49.68820539116865,26807.994462251663,26857.68266764283,8,3,530,617,10,63,392
2016-05-20,49.68820539116865,27166.66813158989,27216.356336981058,8,3,530,617,10,63,392
2016-05-23,49.68820539116865,27025.814734220505,27075.502939611673,8,3,530,617,10,63,392
2016-05-24,49.68820539116865,27376.649548768997,27426.337754160166,8,3,530,617,10,63,392
2016-05-25,49.68820539116865,27629.140342712402,27678.82854810357,8,3,530,617,10,63,392
2016-05-26,49.68820539116865,28041.688165426254,28091.376370817423,8,3,530,617,10,63,392
2016-05-27,49.68820539116865,27953.44932937622,28003.13753476739,8,3,530,617,10,63,392
2016-05-31,49.68820539116865,27895.084886074066,27944.773091465235,8,3,530,617,10,63,392
2016-06-01,49.68820539116865,27604.24277329445,27653.930978685617,8,3,530,617,10,63,392
2016-06-02,49.68820539116865,27521.180599927902,27570.86880531907,8,3,530,617,10,63,392
2016-06-03,49.68820539116865,27496.934208393097,27546.622413784266,8,3,530,617,10,63,392
2016-06-06,49.68820539116865,27651.605705022812,27701.29391041398,8,3,530,617,10,63,392
2016-06-07,65.2748724520207,28090.462726831436,28155.737599283457,8,3,530,616,10,63,392
2016-06-08,80.94020524621016,28241.136033058167,28322.076238304377,8,3,530,615,10,63,392
2016-06-09,80.94020524621016,28083.7049202919,28164.64512553811,8,3,530,615,10,63,392
2016-06-10,80.94020524621016,27423.139610767368,27504.07981601358,8,3,530,615,10,63,392
2016-06-13,80.94020524621016,27073.263033390045,27154.203238636255,8,3,530,615,10,63,392
2016-06-14,80.94020524621016,27030.655005693436,27111.595210939646,8,3,530,615,10,63,392
2016-06-15,80.94020524621016,27093.608859062195,27174.549064308405,8,3,530,615,10,63,392
2016-06-16,80.94020524621016,27131.93726873398,27212.87747398019,8,3,530,615,10,63,392
2016-06-17,45.42470613121992,26736.193645954132,26781.618352085352,8,3,530,615,11,63,392
2016-06-20,45.42470613121992,26924.16544032097,26969.59014645219,8,3,530,615,11,63,392
2016-06-21,45.42470613121992,27065.239900112152,27110.664606243372,8,3,530,615,11,63,392
2016-06-22,45.42470613121992,26057.056861162186,26102.481567293406,8,3,530,615,11,63,392
2016-06-23,61.69970646500593,26183.501405715942,26245.20111218095,8,3,516,615,11,63,392
2016-06-24,38.44970646500593,25552.591480255127,25591.041186720133,8,3,516,615,11,63,393
2016-06-27,26.92470613121992,25439.957195281982,25466.881901413202,8,3,526,615,11,63,393
2016-06-28,26.92470613121992,25983.985303878784,26010.910010010004,8,3,526,615,11,63,393
2016-06-29,26.92470613121992,26518.33237504959,26545.25708118081,8,3,526,615,11,63,393
2016-06-30,26.92470613121992,26740.701026916504,26767.625733047724,8,3,526,615,11,63,393
2016-07-01,26.92470613121992,26939.631129503246,26966.555835634466,8,3,526,615,11,63,393
2016-07-05,26.92470613121992,26755.638994455338,26782.563700586557,8,3,526,615,11,63,393
2016-07-06,26.92470613121992,26995.67690634728,27022.6016124785,8,3,526,615,11,63,393
2016-07-07,35.57145610451704,27050.303812026978,27085.875268131495,8,3,519,615,11,63,393
2016-07-08,47.1769560873509,27271.250195980072,27318.427152067423,8,3,510,615,11,63,393
2016-07-11,62.95695677399641,27676.966588258743,27739.92354503274,8,3,498,615,11,63,393
2016-07-12,82.79445663094526,27711.109809041023,27793.90426567197,8,3,483,615,11,63,393
2016-07-13,109.32445779442793,27468.071880340576,27577.396338135004,8,3,463,615,11,63,393
2016-07-14,109.32445779442793,27657.686989068985,27767.011446863413,8,3,463,615,11,63,393
2016-07-15,109.32445779442793,27573.589526295662,27682.91398409009,8,3,463,615,11,63,393
2016-07-18,246.37795510888105,27951.063402414326,28197.441357523207,8,3,463,615,10,63,389
2016-07-19,246.37795510888105,27997.896675348282,28244.274630457163,8,3,463,615,10,63,389
2016-07-20,358.3379541933537,28125.16426873207,28483.502222925425,8,1,463,615,10,63,389
2016-07-21,358.3379541933537,27655.29596579075,28013.633919984102,8,1,463,615,10,63,389
2016-07-22,358.3379541933537,27697.714515447617,28056.05246964097,8,1,463,615,10,63,389
2016-07-25,358.3379541933537,27935.244215250015,28293.58216944337,8,1,463,615,10,63,389
2016-07-26,358.3379541933537,27833.240736484528,28191.57869067788,8,1,463,615,10,63,389
2016-07-27,538.2904573976994,28350.972148656845,28889.262606054544,8,1,463,615,10,63,382
2016-07-28,1178.3029696047306,28043.661922454834,29221.964892059565,8,1,463,615,10,61,367
2016-07-29,2841.37850061059,26501.66781115532,29343.04631176591,0,1,463,615,0,61,330
2016-08-01,4246.541041046381,25070.51207268238,29317.05311372876,0,1,463,615,0,61,277
2016-08-02,4246.541041046381,24764.17293548584,29010.71397653222,0,1,463,615,0,61,277
