Date,Open,High,Low,Close,Adj Close,Volume
2012-12-03,17.57357406616211,17.664915084838867,17.370119094848633,17.398649215698242,17.355674743652344,87612300
2012-12-04,17.392391204833984,17.405155181884766,17.15966033935547,17.29304313659668,17.250328063964844,79588332
2012-12-05,17.32107162475586,17.379880905151367,17.07532501220703,17.21271324157715,17.170198440551758,74421504
2012-12-06,17.20695686340332,17.407657623291016,17.129880905151367,17.29554557800293,17.252824783325195,58433508
2012-12-07,17.392391204833984,17.43943977355957,17.077577590942383,17.122371673583984,17.080078125,76695228
2012-12-10,17.151901245117188,17.30855941772461,17.111862182617188,17.152652740478516,17.11028480529785,54613332
2012-12-11,17.26726722717285,17.56556510925293,17.2102108001709,17.43943977355957,17.3963623046875,107396496
2012-12-12,17.498247146606445,17.60535430908203,17.354354858398438,17.45645523071289,17.4133358001709,96942960
2012-12-13,17.915916442871094,17.92967987060547,17.506256103515625,17.585084915161133,17.541648864746094,137658204
2012-12-14,17.496746063232422,17.713212966918945,17.478227615356445,17.566566467285156,17.523176193237305,85118796
2012-12-17,17.655155181884766,18.06606674194336,17.618118286132812,18.037538528442383,17.992984771728516,121294584
2012-12-18,17.932933807373047,18.245746612548828,17.89414405822754,18.0447940826416,18.00022315979004,120075804
2012-12-19,18.035785675048828,18.093093872070312,17.934934616088867,18.020771026611328,17.976259231567383,76667256
2012-12-20,18.099599838256836,18.134384155273438,17.94219207763672,18.077077865600586,18.032426834106445,66213720
2012-12-21,17.867116928100586,17.988487243652344,17.780780792236328,17.908658981323242,17.864423751831055,140898960
2012-12-24,17.880630493164062,17.897396087646484,17.70445442199707,17.7552547454834,17.71139907836914,33602364
2012-12-26,17.71946907043457,17.839839935302734,17.57782745361328,17.73948860168457,17.69567108154297,47248704
2012-12-27,17.696195602416992,17.738739013671875,17.48273277282715,17.674924850463867,17.631267547607422,65830104
2012-12-28,17.559810638427734,17.690439224243164,17.51776885986328,17.51776885986328,17.474498748779297,56023920
2012-12-31,17.51751708984375,17.782032012939453,17.417417526245117,17.70220184326172,17.658475875854492,79816104
2013-01-02,18.003503799438477,18.193193435668945,17.931682586669922,18.099348068237305,18.054641723632812,101550348
2013-01-03,18.14139175415039,18.316566467285156,18.036035537719727,18.109859466552734,18.065126419067383,92635272
2013-01-04,18.251752853393555,18.55530548095703,18.2102108001709,18.46771812438965,18.422101974487305,110429460
