Date,Open,High,Low,Close,SMA,STD,Upper Band,Lower Band,Upper Band 2,Lower Band 2,RSI,H-L,H-PC,L-PC,TR,ATR,Buy Signal,Sell Signal
2012-12-03,17.57357406616211,17.664915084838867,17.370119094848633,17.398649215698242,,,,,,,,0.2947959899902344,,,0.2947959899902344,,False,False
2012-12-04,17.392391204833984,17.405155181884766,17.15966033935547,17.29304313659668,,,,,,,,0.24549484252929688,0.0065059661865234375,0.23898887634277344,0.24549484252929688,,False,False
2012-12-05,17.32107162475586,17.379880905151367,17.07532501220703,17.21271324157715,,,,,,,,0.30455589294433594,0.0868377685546875,0.21771812438964844,0.30455589294433594,,False,False
2012-12-06,17.20695686340332,17.407657623291016,17.129880905151367,17.29554557800293,,,,,,,,0.27777671813964844,0.1949443817138672,0.08283233642578125,0.27777671813964844,,False,False
2012-12-07,17.392391204833984,17.43943977355957,17.077577590942383,17.122371673583984,,,,,,,,0.3618621826171875,0.14389419555664062,0.21796798706054688,0.3618621826171875,,False,False
2012-12-10,17.151901245117188,17.30855941772461,17.111862182617188,17.152652740478516,,,,,,,,0.19669723510742188,0.186187744140625,0.010509490966796875,0.19669723510742188,,False,False
2012-12-11,17.26726722717285,17.56556510925293,17.2102108001709,17.43943977355957,,,,,,,,0.35535430908203125,0.41291236877441406,0.05755805969238281,0.41291236877441406,,False,False
2012-12-12,17.498247146606445,17.60535430908203,17.354354858398438,17.45645523071289,,,,,,,,0.25099945068359375,0.16591453552246094,0.08508491516113281,0.25099945068359375,,False,False
2012-12-13,17.915916442871094,17.92967987060547,17.506256103515625,17.585084915161133,,,,,,,,0.42342376708984375,0.4732246398925781,0.049800872802734375,0.4732246398925781,,False,False
2012-12-14,17.496746063232422,17.713212966918945,17.478227615356445,17.566566467285156,,,,,,,,0.2349853515625,0.1281280517578125,0.1068572998046875,0.2349853515625,,False,False
2012-12-17,17.655155181884766,18.06606674194336,17.618118286132812,18.037538528442383,,,,,,,,0.4479484558105469,0.4995002746582031,0.05155181884765625,0.4995002746582031,,False,False
2012-12-18,17.932933807373047,18.245746612548828,17.89414405822754,18.0447940826416,,,,,,,,0.35160255432128906,0.2082080841064453,0.14339447021484375,0.35160255432128906,,False,False
2012-12-19,18.035785675048828,18.093093872070312,17.934934616088867,18.020771026611328,,,,,,,,0.1581592559814453,0.04829978942871094,0.10985946655273438,0.1581592559814453,,False,False
2012-12-20,18.09959983825684,18.13438415527344,17.94219207763672,18.077077865600582,,,,,,,,0.1921920776367223,0.11361312866211293,0.07857894897460938,0.1921920776367223,0.30391134534563363,False,False
2012-12-21,17.867116928100586,17.988487243652344,17.780780792236328,17.908658981323242,,,,,,,,0.20770645141601562,0.08859062194823863,0.29629707336425426,0.29629707336425426,0.30401856558663504,False,False
2012-12-24,17.880630493164062,17.897396087646484,17.70445442199707,17.7552547454834,,,,,,,,0.19294166564941406,0.011262893676757812,0.20420455932617188,0.20420455932617188,0.3010692596435547,False,False
2012-12-26,17.71946907043457,17.839839935302734,17.57782745361328,17.73948860168457,,,,,,,,0.2620124816894531,0.08458518981933594,0.1774272918701172,0.2620124816894531,0.2980304445539202,False,False
2012-12-27,17.696195602416992,17.738739013671875,17.48273277282715,17.674924850463867,,,,,,,,0.25600624084472656,0.0007495880126953125,0.2567558288574219,0.2567558288574219,0.2965289524623326,False,False
2012-12-28,17.559810638427734,17.690439224243164,17.51776885986328,17.51776885986328,,,,,,,,0.1726703643798828,0.015514373779296875,0.15715599060058594,0.1726703643798828,0.28301525115966797,False,False
2012-12-31,17.51751708984375,17.782032012939453,17.417417526245117,17.70220184326172,17.600050067901613,0.308562638776601,18.217175345454816,16.98292479034841,18.834300623008016,16.36579951279521,56.81995630743865,0.36461448669433594,0.2642631530761719,0.10035133361816406,0.36461448669433594,0.29500934055873324,False,False
2013-01-02,18.003503799438477,18.193193435668945,17.931682586669922,18.099348068237305,17.635085010528563,0.3238903635735489,18.28286573767566,16.987304283381466,18.930646464822757,16.33952355623437,63.35875863994977,0.26151084899902344,0.49099159240722656,0.22948074340820312,0.49099159240722656,0.300586427961077,False,False
2013-01-03,18.14139175415039,18.31656646728516,18.036035537719727,18.10985946655273,17.67592582702637,0.32993245556169093,18.33579073814975,17.016060915902987,18.995655649273132,16.356196004779605,66.15842270050734,0.28053092956543324,0.21721839904785512,0.06331253051757812,0.28053092956543324,0.30269581930977985,False,False
2013-01-04,18.251752853393555,18.55530548095703,18.2102108001709,18.46771812438965,17.738676071166992,0.35554778785162483,18.449771646870243,17.02758049546374,19.16086722257349,16.316484919760494,72.37042517080818,0.3450946807861328,0.4454460144043004,0.10035133361816762,0.4454460144043004,0.30071163177490284,False,True
2013-01-07,18.40465545654297,18.503002166748047,18.28278350830078,18.387136459350582,17.793255615234376,0.3675257289909906,18.528307073216357,17.058204157252394,19.26335853119834,16.323152699270413,69.47319997060173,0.22021865844726562,0.03528404235839844,0.1849346160888672,0.22021865844726562,0.29965686798095753,False,False
2013-01-08,18.406906127929688,18.425926208496094,18.12887954711914,18.35085105895996,17.854679584503174,0.3518221293735104,18.558323843250193,17.151035325756155,19.261968101997216,16.447391067009132,73.04048702625091,0.2970466613769531,0.038789749145511365,0.25825691223144176,0.2970466613769531,0.2851958956037254,False,False
2013-01-09,18.325075149536133,18.47722625732422,18.233232498168945,18.471471786499023,17.9206205368042,0.33657908670417097,18.593778710212543,17.247462363395858,19.266936883620886,16.574304189987515,73.92411860732109,0.24399375915527344,0.1263751983642578,0.11761856079101562,0.24399375915527344,0.27750955309186714,False,False
2013-01-10,18.589338302612305,18.643644332885746,18.35585594177246,18.55555534362793,17.976426315307616,0.3450206503535864,18.66646761601479,17.286385014600445,19.356508916721964,16.59634371389327,71.85418839016556,0.2877883911132848,0.1721725463867223,0.1156158447265625,0.2877883911132848,0.28676877702985565,False,False
