Date,Open,High,Low,Close,SMA,STD,Upper Band,Lower Band,Upper Band 2,Lower Band 2,RSI,H-L,H-PC,L-PC,TR,ATR,Buy Signal,Sell Signal
2012-12-03,12.626999855041504,12.708000183105469,12.5,12.51650047302246,,,,,,,,0.20800018310546875,,,0.20800018310546875,,False,False
2012-12-04,12.496999740600586,12.649999618530272,12.43299961090088,12.624500274658203,,,,,,,,0.21700000762939098,0.1334991455078125,0.08350086212157848,0.21700000762939098,,False,False
2012-12-05,12.621999740600586,12.77750015258789,12.519000053405762,12.697999954223633,,,,,,,,0.2585000991821289,0.1529998779296875,0.1055002212524414,0.2585000991821289,,False,False
2012-12-06,12.649999618530272,12.758500099182127,12.575499534606934,12.668499946594238,,,,,,,,0.18300056457519354,0.06050014495849432,0.12250041961669922,0.18300056457519354,,False,False
2012-12-07,12.70699977874756,12.760499954223633,12.600500106811523,12.66349983215332,,,,,,,,0.15999984741210938,0.09200000762939453,0.06799983978271484,0.15999984741210938,,False,False
2012-12-10,12.654999732971191,12.73900032043457,12.364999771118164,12.388500213623049,,,,,,,,0.37400054931640625,0.07550048828125,0.29850006103515625,0.37400054931640625,,False,False
2012-12-11,12.425000190734863,12.673999786376951,12.332500457763672,12.534500122070312,,,,,,,,0.3414993286132795,0.2854995727539027,0.055999755859376776,0.3414993286132795,,False,False
2012-12-12,12.553500175476074,12.718000411987305,12.503000259399414,12.588000297546388,,,,,,,,0.21500015258789062,0.1835002899169922,0.03149986267089844,0.21500015258789062,,False,False
2012-12-13,12.555500030517578,12.72700023651123,12.50100040435791,12.5625,,,,,,,,0.2259998321533203,0.13899993896484197,0.08699989318847834,0.2259998321533203,,False,False
2012-12-14,12.505499839782717,12.595000267028809,12.38949966430664,12.459500312805176,,,,,,,,0.20550060272216797,0.032500267028808594,0.17300033569335938,0.20550060272216797,,False,False
2012-12-17,12.490500450134276,12.699999809265137,12.463000297546388,12.692999839782717,,,,,,,,0.23699951171874822,0.24049949645996094,0.003499984741212714,0.24049949645996094,,False,False
2012-12-18,12.728500366210938,13.155500411987305,12.728500366210938,13.020000457763672,,,,,,,,0.4270000457763672,0.46250057220458807,0.03550052642822088,0.46250057220458807,,False,False
